region,type,sqfeet,beds,baths,comes_furnished,laundry_options,parking_options,cats_allowed,dogs_allowed,price
bemidji,house,1800,3,1.0,0,laundry in bldg,attached garage,0,0,600
bemidji,manufactured,950,2,1.0,0,w/d hookups,street parking,1,0,725
bemidji,cottage/cabin,1200,3,1.5,0,w/d in unit,detached garage,0,0,650
bemidji,house,1703,3,2.0,0,w/d hookups,attached garage,0,0,1700
bemidji,apartment,500,1,1.0,0,laundry in bldg,off-street parking,0,0,529
bemidji,apartment,1012,3,1.0,0,laundry in bldg,off-street parking,1,0,900
bemidji,townhouse,1100,2,1.0,0,w/d in unit,off-street parking,0,0,875
bemidji,house,1100,2,1.0,0,w/d in unit,detached garage,0,0,850
bemidji,apartment,1056,3,1.0,0,w/d in unit,off-street parking,0,0,1000
bemidji,house,2000,4,3.0,0,w/d in unit,attached garage,0,0,2000
bemidji,apartment,1195,3,2.0,0,w/d in unit,off-street parking,1,1,1195
bemidji,apartment,728,1,1.0,0,laundry on site,attached garage,1,0,760
bemidji,apartment,1100,2,2.0,0,laundry on site,detached garage,1,1,1224
bemidji,apartment,693,1,1.0,0,w/d in unit,attached garage,1,1,1495
bemidji,townhouse,1332,2,1.5,0,w/d in unit,attached garage,0,0,1645
bemidji,duplex,2016,5,2.0,0,w/d in unit,off-street parking,0,0,3250
brainerd,house,2000,3,2.0,0,w/d hookups,off-street parking,0,1,900
bemidji,apartment,700,1,1.0,0,laundry in bldg,off-street parking,1,1,1119
bemidji,apartment,1286,1,1.0,0,w/d in unit,attached garage,1,1,1737
bemidji,duplex,1664,3,2.0,0,w/d in unit,off-street parking,0,0,1900
bemidji,duplex,1125,3,1.0,0,laundry on site,detached garage,1,1,1350
brainerd,apartment,700,2,1.0,0,laundry on site,detached garage,1,0,715
brainerd,house,2500,4,2.0,0,laundry in bldg,attached garage,0,1,1400
brainerd,house,2500,5,2.0,0,w/d hookups,detached garage,0,1,1500
brainerd,apartment,988,2,1.0,0,laundry in bldg,off-street parking,0,1,795
brainerd,townhouse,785,3,1.5,0,w/d hookups,attached garage,0,0,800
brainerd,apartment,900,2,1.0,1,laundry in bldg,detached garage,0,0,799
brainerd,apartment,820,2,1.0,0,laundry in bldg,off-street parking,1,1,795
brainerd,apartment,1000,2,1.0,0,laundry in bldg,off-street parking,1,1,995
brainerd,house,1000,2,1.5,0,w/d in unit,off-street parking,0,0,850
brainerd,house,1500,2,1.0,1,w/d in unit,attached garage,0,0,1100
brainerd,duplex,425,1,1.0,0,laundry on site,detached garage,0,1,550
brainerd,apartment,745,1,1.0,0,w/d in unit,attached garage,1,1,900
brainerd,apartment,1300,3,1.0,0,laundry on site,off-street parking,0,0,795
brainerd,apartment,600,1,1.0,0,laundry in bldg,off-street parking,0,0,600
brainerd,house,1100,2,1.0,0,laundry in bldg,attached garage,0,1,925
brainerd,duplex,1400,3,2.0,0,w/d hookups,attached garage,0,0,1050
brainerd,house,865,2,1.0,0,w/d hookups,detached garage,0,0,995
brainerd,apartment,800,1,1.0,1,laundry in bldg,detached garage,0,0,1695
brainerd,house,1100,2,1.0,0,w/d in unit,detached garage,0,0,925
brainerd,house,1170,1,2.0,1,w/d in unit,attached garage,0,0,1600
brainerd,house,1340,3,1.5,0,w/d in unit,detached garage,0,0,1350
brainerd,house,1100,3,2.0,0,w/d hookups,detached garage,1,0,800
brainerd,townhouse,785,3,1.5,0,w/d hookups,attached garage,0,0,785
brainerd,house,2600,4,2.0,0,w/d in unit,detached garage,1,1,1425
duluth / superior,apartment,740,2,1.0,0,laundry in bldg,detached garage,0,0,1295
duluth / superior,duplex,850,2,1.0,0,w/d in unit,off-street parking,1,0,695
duluth / superior,apartment,700,2,1.0,0,no laundry on site,street parking,0,0,600
duluth / superior,apartment,928,2,1.0,0,laundry in bldg,off-street parking,0,0,960
duluth / superior,apartment,750,1,1.0,0,laundry in bldg,off-street parking,0,0,975
duluth / superior,apartment,688,1,1.0,0,laundry in bldg,off-street parking,1,1,582
duluth / superior,apartment,1000,2,1.0,0,laundry in bldg,off-street parking,0,0,1099
duluth / superior,townhouse,1417,3,1.5,0,w/d in unit,attached garage,1,1,658
duluth / superior,house,1800,4,2.0,0,laundry in bldg,off-street parking,0,0,1800
duluth / superior,apartment,630,1,1.0,0,laundry in bldg,off-street parking,1,1,690
duluth / superior,apartment,935,2,1.0,0,laundry in bldg,off-street parking,1,1,935
duluth / superior,apartment,1000,2,1.0,0,no laundry on site,street parking,0,1,725
duluth / superior,house,2100,4,1.5,0,w/d in unit,attached garage,0,0,1900
duluth / superior,house,1600,4,1.0,0,w/d in unit,attached garage,0,0,1800
minneapolis / st paul,apartment,751,1,1.0,0,laundry in bldg,off-street parking,1,0,1295
duluth / superior,house,2000,4,2.0,1,w/d in unit,attached garage,0,0,1650
duluth / superior,apartment,820,2,1.0,0,laundry in bldg,off-street parking,0,0,875
duluth / superior,apartment,485,1,1.0,0,laundry in bldg,off-street parking,0,0,725
duluth / superior,apartment,426,1,1.0,0,laundry on site,off-street parking,0,0,750
duluth / superior,apartment,665,2,1.0,0,laundry on site,off-street parking,0,0,925
duluth / superior,apartment,647,1,1.0,0,laundry in bldg,off-street parking,0,0,850
duluth / superior,duplex,1800,4,1.0,0,w/d hookups,street parking,1,1,1600
duluth / superior,apartment,1008,3,1.0,0,laundry on site,off-street parking,1,1,1200
duluth / superior,apartment,550,1,1.0,0,laundry on site,off-street parking,0,0,699
duluth / superior,apartment,1600,3,1.0,0,w/d hookups,street parking,0,0,1150
duluth / superior,apartment,1080,2,1.0,0,laundry in bldg,off-street parking,0,0,1099
duluth / superior,apartment,765,1,1.0,0,laundry in bldg,off-street parking,0,0,975
minneapolis / st paul,apartment,859,1,1.0,0,w/d in unit,attached garage,1,1,1298
duluth / superior,house,1400,4,2.0,0,laundry in bldg,off-street parking,0,1,1400
duluth / superior,apartment,675,1,1.0,0,laundry on site,off-street parking,0,0,1350
duluth / superior,duplex,1300,3,1.0,0,w/d in unit,off-street parking,1,1,1350
duluth / superior,townhouse,850,2,1.0,0,w/d in unit,off-street parking,1,0,525
duluth / superior,apartment,1400,3,2.0,0,laundry on site,detached garage,1,1,1100
duluth / superior,apartment,600,1,1.0,0,no laundry on site,off-street parking,1,0,650
minneapolis / st paul,apartment,1520,3,3.0,0,laundry on site,attached garage,1,1,2530
duluth / superior,duplex,700,2,1.0,0,laundry in bldg,off-street parking,0,0,875
duluth / superior,duplex,900,3,1.0,0,no laundry on site,off-street parking,1,1,1295
duluth / superior,duplex,1000,3,1.0,0,w/d in unit,detached garage,1,1,1795
duluth / superior,apartment,2000,4,1.0,0,laundry in bldg,off-street parking,1,0,1600
duluth / superior,duplex,770,2,1.0,0,no laundry on site,off-street parking,0,0,650
duluth / superior,house,1200,3,1.0,1,w/d hookups,off-street parking,1,1,880
duluth / superior,duplex,1400,2,1.0,1,laundry in bldg,off-street parking,0,0,1100
duluth / superior,house,1760,3,1.0,0,laundry on site,detached garage,0,0,1125
duluth / superior,duplex,1500,2,1.0,0,w/d in unit,detached garage,1,0,725
duluth / superior,house,1700,4,2.0,0,w/d in unit,attached garage,0,1,1800
duluth / superior,apartment,1250,2,1.0,0,laundry in bldg,off-street parking,0,0,1150
duluth / superior,apartment,1038,1,1.0,0,w/d in unit,detached garage,1,1,1355
minneapolis / st paul,townhouse,1555,3,2.0,0,w/d in unit,attached garage,1,1,1500
duluth / superior,townhouse,1038,1,1.0,0,w/d in unit,detached garage,1,1,1370
duluth / superior,townhouse,1115,2,1.0,0,w/d in unit,detached garage,1,1,1450
duluth / superior,townhouse,975,1,1.0,0,w/d in unit,detached garage,1,1,1320
duluth / superior,apartment,823,1,1.0,1,w/d in unit,attached garage,1,1,1210
duluth / superior,apartment,823,1,1.0,0,w/d in unit,attached garage,1,1,1210
duluth / superior,apartment,1100,3,1.0,0,laundry in bldg,off-street parking,1,1,1275
duluth / superior,duplex,850,2,1.0,0,w/d in unit,street parking,1,0,675
duluth / superior,apartment,1500,4,1.0,0,laundry on site,street parking,0,0,1600
duluth / superior,apartment,1500,4,1.0,0,laundry in bldg,street parking,0,0,1600
duluth / superior,house,1000,3,1.0,0,laundry on site,off-street parking,0,0,1200
duluth / superior,apartment,900,2,1.0,0,laundry on site,off-street parking,0,0,800
duluth / superior,duplex,950,1,1.0,0,laundry in bldg,street parking,0,0,800
minneapolis / st paul,apartment,580,1,1.0,0,w/d in unit,attached garage,1,0,1350
duluth / superior,duplex,1550,4,1.0,0,w/d in unit,off-street parking,0,0,1660
duluth / superior,apartment,1550,4,1.0,0,w/d in unit,off-street parking,0,0,1660
duluth / superior,apartment,1400,3,1.0,0,laundry in bldg,attached garage,0,0,1450
duluth / superior,townhouse,860,2,1.0,0,laundry on site,off-street parking,1,1,875
duluth / superior,house,2000,4,2.0,0,w/d hookups,detached garage,0,0,1700
duluth / superior,apartment,2200,4,1.5,0,laundry on site,attached garage,1,1,1900
duluth / superior,cottage/cabin,280,1,1.0,1,no laundry on site,off-street parking,0,1,800
duluth / superior,townhouse,1408,3,1.5,0,w/d hookups,attached garage,1,1,1250
duluth / superior,apartment,950,2,1.0,0,laundry on site,off-street parking,1,1,1130
duluth / superior,townhouse,1320,2,2.0,0,w/d in unit,attached garage,1,1,1995
duluth / superior,apartment,1054,2,2.0,0,w/d in unit,off-street parking,1,1,1345
duluth / superior,house,2800,5,2.0,0,laundry on site,detached garage,1,1,1650
duluth / superior,house,1080,3,1.0,0,w/d hookups,off-street parking,0,0,1450
duluth / superior,house,1700,3,1.0,0,w/d in unit,detached garage,0,1,1200
duluth / superior,house,1120,2,1.0,0,w/d in unit,detached garage,1,0,725
duluth / superior,townhouse,1224,3,1.5,0,laundry in bldg,detached garage,0,0,1599
minneapolis / st paul,apartment,700,1,1.0,0,w/d in unit,attached garage,1,1,1575
duluth / superior,apartment,475,1,1.0,0,laundry in bldg,off-street parking,1,1,840
fargo / moorhead,apartment,525,1,1.0,0,laundry in bldg,off-street parking,0,0,575
duluth / superior,townhouse,1224,3,1.5,0,laundry in bldg,detached garage,0,0,1600
duluth / superior,townhouse,1600,3,1.5,0,laundry in bldg,detached garage,0,0,1600
duluth / superior,house,1800,4,2.0,0,laundry in bldg,off-street parking,0,0,1700
duluth / superior,townhouse,1100,2,1.0,0,w/d in unit,attached garage,0,0,950
duluth / superior,apartment,500,2,1.0,0,laundry in bldg,off-street parking,0,0,750
duluth / superior,duplex,1150,2,2.0,0,w/d in unit,attached garage,0,1,1150
duluth / superior,duplex,875,3,1.0,0,laundry in bldg,off-street parking,1,1,900
duluth / superior,townhouse,1100,2,1.0,0,w/d in unit,street parking,1,0,825
duluth / superior,apartment,750,1,1.0,0,laundry in bldg,off-street parking,1,1,1005
duluth / superior,apartment,560,1,1.0,0,laundry in bldg,off-street parking,1,1,960
duluth / superior,duplex,900,2,1.0,0,laundry on site,off-street parking,1,1,990
duluth / superior,apartment,900,2,1.0,0,laundry on site,off-street parking,1,1,970
duluth / superior,apartment,500,1,1.0,0,laundry in bldg,off-street parking,1,0,615
duluth / superior,house,1400,3,1.5,0,w/d hookups,detached garage,0,0,1000
duluth / superior,apartment,1200,2,1.0,0,w/d hookups,off-street parking,1,1,950
duluth / superior,apartment,823,2,2.0,1,w/d in unit,attached garage,1,1,1500
duluth / superior,house,1400,3,1.5,0,w/d hookups,off-street parking,0,1,1500
duluth / superior,house,1750,4,2.0,0,w/d in unit,detached garage,1,1,1995
duluth / superior,house,1100,2,1.0,0,laundry in bldg,off-street parking,1,1,1100
duluth / superior,apartment,1000,2,1.0,0,laundry on site,street parking,0,0,800
duluth / superior,house,1633,3,1.0,0,w/d in unit,attached garage,1,1,900
duluth / superior,house,1128,3,1.0,1,w/d in unit,off-street parking,1,1,800
duluth / superior,apartment,1170,2,1.0,0,laundry on site,off-street parking,1,1,1375
duluth / superior,apartment,630,1,1.0,0,laundry on site,off-street parking,1,1,690
duluth / superior,apartment,1000,2,1.0,0,laundry in bldg,detached garage,1,1,898
duluth / superior,house,2100,4,2.5,0,w/d in unit,attached garage,0,0,1895
duluth / superior,apartment,700,1,1.0,0,laundry in bldg,off-street parking,0,0,650
duluth / superior,house,1600,2,1.0,0,w/d hookups,detached garage,0,0,950
duluth / superior,house,1173,3,1.5,0,laundry on site,off-street parking,0,0,850
duluth / superior,townhouse,1150,3,1.5,0,w/d in unit,detached garage,1,1,1496
duluth / superior,apartment,792,2,1.0,0,laundry in bldg,off-street parking,1,1,687
duluth / superior,apartment,803,1,1.0,0,laundry in bldg,off-street parking,1,1,1436
duluth / superior,apartment,1115,2,2.0,0,laundry in bldg,off-street parking,1,1,1313
fargo / moorhead,apartment,900,2,1.0,0,laundry in bldg,off-street parking,0,0,445
duluth / superior,apartment,764,1,1.0,0,laundry in bldg,off-street parking,0,0,985
duluth / superior,house,1125,2,1.0,0,w/d in unit,off-street parking,1,1,800
duluth / superior,house,2500,4,1.5,0,laundry on site,off-street parking,0,0,2000
duluth / superior,apartment,900,2,1.0,0,w/d in unit,detached garage,0,0,1075
duluth / superior,house,1100,2,1.0,0,laundry in bldg,off-street parking,1,1,1175
duluth / superior,apartment,630,2,1.0,0,laundry in bldg,off-street parking,1,1,690
duluth / superior,apartment,1100,2,1.0,0,laundry in bldg,off-street parking,0,0,1900
duluth / superior,apartment,1120,3,1.0,0,w/d in unit,off-street parking,0,0,2000
duluth / superior,apartment,925,2,1.0,0,w/d in unit,off-street parking,0,0,1550
duluth / superior,apartment,810,2,1.0,0,laundry in bldg,off-street parking,0,0,1250
duluth / superior,apartment,900,2,1.0,0,laundry in bldg,off-street parking,1,1,650
duluth / superior,apartment,699,2,1.0,0,laundry on site,off-street parking,1,1,715
duluth / superior,house,1500,3,2.0,0,w/d in unit,off-street parking,0,0,1440
duluth / superior,apartment,1000,2,2.0,0,laundry on site,off-street parking,0,1,900
duluth / superior,apartment,699,2,1.0,0,laundry in bldg,off-street parking,1,1,715
duluth / superior,house,1348,4,2.0,0,laundry on site,off-street parking,0,0,1600
duluth / superior,house,1344,4,2.0,0,w/d in unit,attached garage,1,1,900
duluth / superior,townhouse,860,2,1.0,0,laundry on site,off-street parking,1,1,1000
duluth / superior,house,2700,5,2.0,0,w/d in unit,detached garage,1,1,2245
duluth / superior,apartment,1000,2,1.0,0,laundry in bldg,off-street parking,0,0,925
duluth / superior,townhouse,1034,2,2.0,0,w/d in unit,detached garage,0,0,1000
duluth / superior,duplex,900,2,1.0,0,w/d in unit,off-street parking,0,0,800
duluth / superior,duplex,1480,3,1.0,0,laundry in bldg,off-street parking,0,0,1400
duluth / superior,house,1500,4,1.0,0,w/d in unit,off-street parking,1,1,1850
duluth / superior,apartment,1800,3,1.5,0,laundry in bldg,street parking,1,0,1500
duluth / superior,house,2400,6,2.0,0,w/d in unit,off-street parking,1,1,2700
duluth / superior,house,2400,6,2.0,0,w/d in unit,street parking,1,1,2700
rochester,house,2500,4,2.0,0,w/d hookups,detached garage,0,0,900
duluth / superior,house,550,1,1.0,0,w/d in unit,off-street parking,0,0,705
duluth / superior,house,640,2,1.0,0,no laundry on site,street parking,0,0,795
duluth / superior,apartment,693,1,1.0,0,w/d in unit,off-street parking,1,1,1349
duluth / superior,apartment,950,2,1.0,0,laundry on site,off-street parking,0,0,995
duluth / superior,apartment,900,2,1.0,0,laundry on site,street parking,0,0,845
duluth / superior,house,2400,5,2.0,0,laundry in bldg,off-street parking,0,0,1995
duluth / superior,house,2400,5,2.0,0,laundry in bldg,off-street parking,0,0,1400
duluth / superior,townhouse,860,2,1.0,1,laundry on site,off-street parking,1,1,1000
duluth / superior,house,1800,6,2.0,0,laundry on site,off-street parking,1,1,2500
duluth / superior,house,1800,3,2.0,0,laundry in bldg,detached garage,0,0,1250
duluth / superior,apartment,1112,3,1.0,0,laundry in bldg,off-street parking,0,0,975
duluth / superior,apartment,1030,3,1.0,0,w/d hookups,street parking,0,0,725
duluth / superior,apartment,700,1,1.0,0,laundry in bldg,off-street parking,0,1,800
duluth / superior,house,2500,6,2.0,0,laundry on site,off-street parking,0,0,2550
duluth / superior,house,1120,3,2.0,0,w/d in unit,attached garage,1,1,2500
duluth / superior,apartment,1200,3,1.0,0,w/d hookups,off-street parking,1,1,895
duluth / superior,apartment,1000,2,1.0,0,laundry in bldg,off-street parking,0,0,1075
duluth / superior,apartment,1054,3,2.0,0,w/d in unit,off-street parking,1,1,750
duluth / superior,house,1600,3,2.0,0,laundry on site,detached garage,1,0,1600
duluth / superior,house,1008,3,1.5,1,laundry in bldg,street parking,0,1,1200
duluth / superior,apartment,510,1,1.0,0,laundry in bldg,off-street parking,1,1,695
st cloud,duplex,1440,3,1.0,0,w/d in unit,off-street parking,1,1,975
duluth / superior,house,888,2,1.0,0,w/d hookups,off-street parking,1,1,600
duluth / superior,house,1440,3,2.0,0,w/d in unit,off-street parking,1,1,1875
duluth / superior,apartment,1000,1,1.0,0,laundry in bldg,off-street parking,1,0,825
duluth / superior,duplex,1000,2,1.5,0,w/d in unit,detached garage,0,0,1350
duluth / superior,house,2500,6,2.0,0,w/d in unit,off-street parking,0,0,2580
fargo / moorhead,townhouse,1605,3,2.5,0,w/d in unit,detached garage,1,1,1205
duluth / superior,house,2900,6,3.0,0,w/d in unit,detached garage,0,0,2970
duluth / superior,apartment,1300,2,1.0,0,w/d hookups,detached garage,0,0,900
duluth / superior,house,1700,5,2.0,0,w/d in unit,detached garage,0,0,2050
duluth / superior,apartment,580,1,1.0,0,laundry on site,off-street parking,0,0,710
duluth / superior,apartment,488,1,1.0,0,w/d in unit,off-street parking,0,0,890
duluth / superior,house,1100,3,1.5,0,w/d in unit,detached garage,1,0,850
st cloud,house,2900,4,2.0,1,w/d in unit,attached garage,0,0,1850
duluth / superior,apartment,890,2,1.0,0,w/d in unit,off-street parking,0,1,1550
duluth / superior,apartment,853,2,1.0,0,laundry in bldg,off-street parking,0,0,1100
duluth / superior,duplex,900,3,1.0,0,laundry in bldg,street parking,1,1,995
duluth / superior,duplex,943,2,1.0,0,laundry in bldg,attached garage,0,0,1250
fargo / moorhead,apartment,1875,3,2.0,0,w/d in unit,attached garage,1,1,1395
fargo / moorhead,apartment,2044,3,2.5,0,w/d in unit,detached garage,0,0,2195
fargo / moorhead,apartment,1100,3,2.0,0,laundry in bldg,detached garage,0,0,925
fargo / moorhead,apartment,770,1,1.0,0,w/d in unit,detached garage,1,1,720
fargo / moorhead,apartment,932,2,2.0,0,w/d in unit,attached garage,1,1,850
fargo / moorhead,apartment,700,1,1.0,0,laundry in bldg,off-street parking,1,0,495
fargo / moorhead,apartment,1500,3,2.0,0,w/d in unit,detached garage,1,0,1050
fargo / moorhead,apartment,645,1,1.0,0,laundry in bldg,off-street parking,1,0,705
fargo / moorhead,house,3072,4,3.0,0,w/d in unit,attached garage,0,0,1950
fargo / moorhead,apartment,700,1,1.0,0,laundry in bldg,detached garage,1,0,495
fargo / moorhead,house,2880,4,3.5,0,w/d in unit,attached garage,0,0,2400
fargo / moorhead,house,2880,3,2.5,0,w/d in unit,attached garage,0,0,1850
fargo / moorhead,apartment,1150,2,2.0,0,w/d in unit,detached garage,1,1,855
fargo / moorhead,apartment,1050,2,1.0,0,w/d in unit,detached garage,1,1,885
fargo / moorhead,townhouse,2100,1,1.0,1,laundry on site,street parking,0,0,700
fargo / moorhead,apartment,850,2,1.0,0,laundry in bldg,street parking,1,1,591
fargo / moorhead,apartment,935,2,2.0,0,laundry in bldg,off-street parking,1,0,674
fargo / moorhead,apartment,850,2,1.0,0,w/d hookups,street parking,1,1,618
fargo / moorhead,apartment,1200,2,1.0,0,laundry in bldg,street parking,1,0,734
fargo / moorhead,apartment,935,2,1.0,0,laundry in bldg,street parking,1,0,646
fargo / moorhead,apartment,975,1,1.0,0,w/d in unit,detached garage,0,0,775
hattiesburg,apartment,1700,3,2.0,0,w/d hookups,attached garage,1,1,950
fargo / moorhead,apartment,1000,3,1.0,0,laundry in bldg,detached garage,1,0,695
fargo / moorhead,apartment,594,1,1.0,0,laundry in bldg,detached garage,1,0,525
fargo / moorhead,apartment,827,2,1.0,0,laundry in bldg,detached garage,1,0,595
fargo / moorhead,apartment,1015,2,1.0,0,w/d in unit,detached garage,1,0,725
fargo / moorhead,apartment,875,1,1.0,0,w/d in unit,detached garage,1,0,685
fargo / moorhead,apartment,840,2,1.0,0,laundry in bldg,detached garage,1,0,595
fargo / moorhead,apartment,900,2,1.0,0,laundry in bldg,off-street parking,1,0,555
hattiesburg,apartment,650,1,1.0,0,laundry on site,off-street parking,0,0,525
fargo / moorhead,apartment,800,2,1.0,0,laundry in bldg,detached garage,1,0,585
fargo / moorhead,apartment,745,1,1.0,0,w/d in unit,detached garage,1,0,755
fargo / moorhead,apartment,1190,3,1.0,0,w/d in unit,detached garage,1,0,795
fargo / moorhead,apartment,800,2,1.0,0,laundry in bldg,detached garage,1,0,625
fargo / moorhead,apartment,994,2,2.0,0,w/d in unit,detached garage,1,0,855
fargo / moorhead,apartment,1009,2,2.0,0,w/d in unit,detached garage,1,0,1095
fargo / moorhead,apartment,950,2,2.0,0,laundry in bldg,detached garage,1,1,695
fargo / moorhead,apartment,760,1,1.0,0,w/d in unit,detached garage,1,0,660
fargo / moorhead,apartment,750,1,1.0,0,w/d in unit,detached garage,1,0,695
fargo / moorhead,apartment,900,2,1.0,0,w/d in unit,detached garage,1,0,685
fargo / moorhead,apartment,900,1,1.0,0,laundry in bldg,detached garage,0,0,850
fargo / moorhead,apartment,900,2,1.5,0,w/d hookups,detached garage,1,0,685
fargo / moorhead,apartment,620,2,1.0,0,laundry in bldg,detached garage,1,0,610
fargo / moorhead,apartment,1002,2,2.0,0,w/d in unit,detached garage,0,0,910
fargo / moorhead,apartment,1477,3,2.0,0,w/d in unit,attached garage,0,0,1200
fargo / moorhead,apartment,1298,2,2.0,0,w/d in unit,detached garage,0,0,1000
fargo / moorhead,apartment,1050,2,2.0,0,w/d in unit,detached garage,1,1,885
fargo / moorhead,apartment,1150,2,2.0,0,w/d in unit,detached garage,1,1,865
fargo / moorhead,apartment,1271,2,2.0,0,w/d in unit,attached garage,1,1,980
fargo / moorhead,apartment,1150,3,2.0,0,w/d in unit,detached garage,1,1,885
fargo / moorhead,apartment,900,2,1.0,0,laundry in bldg,detached garage,1,0,585
fargo / moorhead,apartment,718,2,1.0,0,laundry in bldg,off-street parking,1,1,575
fargo / moorhead,apartment,1200,2,2.0,0,w/d in unit,detached garage,1,0,950
fargo / moorhead,apartment,1238,3,2.0,0,w/d in unit,detached garage,1,0,995
jackson,apartment,1180,2,2.0,0,w/d hookups,off-street parking,1,1,1177
fargo / moorhead,townhouse,1580,3,2.5,0,w/d in unit,attached garage,1,1,1235
fargo / moorhead,townhouse,1605,3,2.5,0,w/d in unit,attached garage,1,1,1205
fargo / moorhead,apartment,1000,2,1.0,0,laundry in bldg,detached garage,1,0,595
fargo / moorhead,apartment,890,2,2.0,0,w/d in unit,detached garage,1,0,835
fargo / moorhead,apartment,975,1,1.0,0,w/d in unit,detached garage,1,0,775
fargo / moorhead,apartment,821,1,1.0,0,w/d in unit,detached garage,1,0,775
fargo / moorhead,apartment,1170,2,2.0,0,w/d in unit,detached garage,1,0,975
fargo / moorhead,apartment,1328,3,2.0,0,w/d in unit,detached garage,1,0,1050
jackson,apartment,839,1,1.0,0,w/d hookups,off-street parking,1,1,1085
fargo / moorhead,apartment,776,1,1.0,0,w/d in unit,detached garage,1,0,780
fargo / moorhead,apartment,745,1,1.0,0,w/d in unit,detached garage,1,0,780
fargo / moorhead,apartment,966,2,2.0,0,w/d in unit,detached garage,1,0,855
fargo / moorhead,apartment,900,2,1.0,0,laundry in bldg,detached garage,1,0,605
fargo / moorhead,apartment,1144,3,2.0,0,w/d in unit,detached garage,1,0,900
fargo / moorhead,apartment,702,1,1.0,0,laundry in bldg,detached garage,1,0,550
jackson,apartment,750,2,2.0,0,w/d hookups,off-street parking,0,0,680
fargo / moorhead,apartment,910,2,1.0,0,laundry in bldg,detached garage,1,0,605
fargo / moorhead,apartment,982,2,2.0,0,w/d in unit,detached garage,1,0,875
fargo / moorhead,apartment,718,1,1.0,0,w/d in unit,detached garage,1,0,755
fargo / moorhead,apartment,1326,3,2.0,0,w/d in unit,detached garage,1,0,1075
fargo / moorhead,apartment,789,1,1.0,0,w/d in unit,detached garage,1,0,775
fargo / moorhead,apartment,1100,3,1.0,0,laundry in bldg,street parking,1,0,1600
fargo / moorhead,apartment,663,1,1.0,0,w/d in unit,detached garage,1,0,755
fargo / moorhead,apartment,1100,2,1.0,0,laundry in bldg,detached garage,1,0,735
fargo / moorhead,apartment,792,2,1.0,1,w/d in unit,attached garage,1,1,700
fargo / moorhead,apartment,995,2,1.0,1,w/d hookups,off-street parking,0,1,625
fargo / moorhead,apartment,800,2,1.0,0,laundry in bldg,off-street parking,0,0,680
asheville,apartment,802,1,1.0,0,w/d hookups,off-street parking,1,1,1065
fargo / moorhead,apartment,1100,2,2.0,0,w/d hookups,attached garage,1,1,1200
fargo / moorhead,apartment,750,1,1.0,0,laundry in bldg,off-street parking,1,0,825
fargo / moorhead,apartment,700,1,1.0,0,laundry in bldg,attached garage,1,1,895
fargo / moorhead,apartment,679,1,1.0,0,laundry in bldg,no parking,1,1,775
fargo / moorhead,apartment,733,1,1.0,0,laundry in bldg,attached garage,1,1,910
fargo / moorhead,apartment,845,1,1.0,0,w/d hookups,attached garage,1,1,950
fargo / moorhead,apartment,675,3,1.0,0,laundry in bldg,detached garage,1,1,700
fargo / moorhead,apartment,810,1,1.0,0,w/d in unit,detached garage,1,1,755
fargo / moorhead,apartment,1130,2,2.0,0,w/d in unit,detached garage,1,1,935
fargo / moorhead,apartment,1300,3,2.0,0,w/d in unit,detached garage,1,1,1075
fargo / moorhead,house,1670,3,2.0,0,w/d in unit,attached garage,1,1,1350
fargo / moorhead,apartment,950,2,1.0,0,laundry in bldg,off-street parking,1,0,665
fargo / moorhead,house,2030,3,2.0,0,w/d in unit,attached garage,0,0,1450
fargo / moorhead,apartment,900,2,1.0,0,laundry in bldg,detached garage,0,0,460
fargo / moorhead,house,2400,4,1.0,0,w/d hookups,attached garage,0,0,1000
fargo / moorhead,house,1790,3,2.0,0,w/d in unit,attached garage,1,1,1300
fargo / moorhead,apartment,1000,2,2.0,0,laundry in bldg,detached garage,0,0,595
north mississippi,house,1362,3,2.0,0,w/d hookups,attached garage,1,1,1000
fargo / moorhead,apartment,825,2,1.0,1,w/d in unit,off-street parking,1,1,645
fargo / moorhead,house,1000,3,2.0,0,w/d in unit,detached garage,1,1,1350
fargo / moorhead,apartment,700,1,1.0,0,laundry in bldg,off-street parking,0,0,508
fargo / moorhead,apartment,935,1,1.0,0,laundry in bldg,off-street parking,1,1,646
fargo / moorhead,apartment,850,2,1.0,0,laundry in bldg,off-street parking,1,1,609
fargo / moorhead,apartment,1200,2,1.0,0,laundry in bldg,off-street parking,1,1,738
fargo / moorhead,apartment,700,1,1.0,0,laundry in bldg,off-street parking,1,1,554
fargo / moorhead,apartment,892,1,1.0,0,laundry on site,attached garage,1,1,1051
fargo / moorhead,apartment,1000,3,1.0,0,laundry in bldg,off-street parking,0,0,975
fargo / moorhead,apartment,842,2,1.0,0,laundry on site,attached garage,1,1,999
fargo / moorhead,apartment,603,1,1.0,0,laundry on site,attached garage,1,1,814
fargo / moorhead,apartment,1100,2,1.0,0,laundry in bldg,detached garage,1,0,715
fargo / moorhead,apartment,1000,2,1.0,0,laundry in bldg,detached garage,1,0,770
fargo / moorhead,apartment,1115,2,2.0,0,w/d in unit,detached garage,1,1,925
fargo / moorhead,apartment,1300,3,2.0,0,w/d in unit,attached garage,1,1,1150
fargo / moorhead,apartment,805,1,1.0,0,w/d in unit,detached garage,0,1,795
